Organization_ID,Industry,Company_Size,Employee_Count,AI_Tool,Adoption_Year,Monthly_AI_Usage_Hours,Productivity_Gain,Satisfaction_Score,AI_Investment_USD,Cost_Savings_USD
7119,IT,Large,4100,ChatGPT,2025,110,31.3,9.08,85826,114154
7120,IT,Large,3980,ChatGPT,2023,156,46.52,9.71,45824,61955
7121,Finance,Small,167,Claude,2025,138,18.28,8.5,21581,105245
7122,Retail,Large,3224,Copilot,2024,81,10.45,6.99,34844,68554
7123,Healthcare,Medium,1293,Copilot,2025,117,11.78,9.78,119414,237189
7124,Education,Small,99,Claude,2023,152,44.54,7.99,129606,247335
7125,Finance,Small,295,Copilot,2023,132,12.06,9.41,58104,102546
7126,Finance,Medium,1244,Copilot,2023,46,49.56,9.78,33117,117134
7127,IT,Medium,676,Claude,2021,115,24.93,7.93,92142,175329
7128,Healthcare,Small,50,Claude,2023,31,46.68,7.27,5716,109626
7129,Education,Large,2909,Claude,2023,117,15.77,7.1,59379,79924
7130,Manufacturing,Small,314,ChatGPT,2021,108,27.66,8.41,40884,159892
7131,Manufacturing,Medium,649,ChatGPT,2025,33,42.65,8.08,34926,70172
7132,Manufacturing,Medium,540,Copilot,2024,120,34.54,7.56,98804,162816
7133,Manufacturing,Medium,901,Gemini,2023,83,11.47,6.4,17297,44374
7134,Retail,Large,4026,Gemini,2023,172,48.08,8.32,147288,173369
7135,Education,Medium,552,Copilot,2025,27,47.28,6.87,96503,205799
7136,IT,Large,3292,Gemini,2024,106,41.07,6.54,109950,188017
7137,Healthcare,Small,166,Copilot,2021,146,28.14,6.49,12126,62477
7138,Retail,Large,2030,Copilot,2023,167,32.18,9.23,12701,53525
7139,Finance,Large,2873,Gemini,2022,83,23.26,6.89,145386,237906
7140,Finance,Medium,1432,Gemini,2021,87,33.32,6.53,134577,209937
7141,Manufacturing,Medium,1351,Copilot,2025,196,30.45,7.97,56710,155785
7142,Manufacturing,Large,4087,Claude,2024,194,44.22,10.0,16567,111336
7143,Healthcare,Small,400,ChatGPT,2024,68,42.1,7.93,7114,81211
7144,Retail,Large,4656,Copilot,2022,114,32.89,6.35,99281,113410
7145,IT,Large,4526,Copilot,2021,82,34.63,6.06,130911,241292
7146,Healthcare,Small,83,ChatGPT,2023,158,27.4,6.32,17148,23122
7147,Finance,Small,75,Gemini,2024,141,31.2,7.42,145052,222793
7148,IT,Large,4103,Gemini,2021,188,19.21,6.87,135897,250457
7149,Education,Small,342,Claude,2025,178,25.95,8.9,141727,234365
7150,Retail,Medium,657,Claude,2021,41,21.35,6.06,46344,125480
7151,Healthcare,Large,2075,Gemini,2022,190,38.68,9.04,16012,41550
7152,Retail,Small,439,Copilot,2022,116,33.6,6.93,133177,238793
7153,Finance,Small,202,Copilot,2025,163,31.0,7.3,107361,161534
7154,IT,Small,165,Copilot,2025,182,34.28,6.92,49645,119453
7155,Finance,Small,299,Gemini,2021,141,35.65,6.76,65155,115821
7156,IT,Medium,1086,Gemini,2023,62,17.47,6.69,102773,147687
7157,Manufacturing,Small,409,Copilot,2024,99,25.66,6.75,103278,196686
7158,Retail,Small,489,Copilot,2023,149,27.45,7.1,94019,118639
7159,Education,Medium,915,Claude,2025,187,13.76,9.28,65909,130738
7160,Retail,Small,448,Gemini,2021,146,34.43,6.19,96481,144079
7161,Education,Small,94,Copilot,2024,85,42.12,6.62,141572,239452
7162,Finance,Small,155,ChatGPT,2022,56,28.18,7.29,100966,176084
7163,Retail,Small,285,Claude,2025,53,14.98,8.53,20065,80272
7164,Manufacturing,Large,4205,Copilot,2022,32,19.12,8.93,14252,23506
7165,Retail,Small,135,Gemini,2022,101,32.21,7.6,42623,57231
7166,Retail,Medium,1237,ChatGPT,2025,105,49.28,9.45,45614,51811
7167,IT,Large,2137,Gemini,2025,146,33.2,6.14,33092,98516
7168,Healthcare,Large,3498,ChatGPT,2021,36,25.14,6.35,48466,141381
7169,Retail,Small,58,Gemini,2024,89,41.24,7.38,13919,53915
7170,Education,Small,147,ChatGPT,2024,113,29.63,7.35,104040,219779
7171,Healthcare,Large,3111,ChatGPT,2022,198,16.93,6.94,100784,148291
7172,Retail,Small,54,Claude,2022,185,39.4,9.97,113334,119873
7173,IT,Large,3277,Copilot,2022,183,17.21,7.82,34188,53305
7174,Retail,Small,399,Gemini,2023,194,10.83,7.88,28407,39940
7175,Retail,Medium,555,Gemini,2025,160,13.27,9.63,21729,132882
7176,Finance,Medium,1087,ChatGPT,2021,72,42.08,9.97,33724,89623
7177,Retail,Medium,763,Copilot,2022,135,25.53,6.44,51117,121549
7178,Finance,Large,3279,Claude,2021,34,30.83,6.11,100270,191999
7179,IT,Medium,869,Copilot,2023,50,11.32,9.09,117618,199789
7180,IT,Medium,641,Copilot,2024,182,20.5,6.92,131696,195937
7181,IT,Large,2316,ChatGPT,2022,129,31.94,6.8,97117,125805
7182,Manufacturing,Large,3249,ChatGPT,2024,162,43.62,9.0,73811,112625
7183,Education,Medium,774,ChatGPT,2022,91,15.71,6.43,36564,79124
7184,Education,Small,123,Claude,2021,42,18.37,6.11,88660,101509
7185,Healthcare,Small,391,Gemini,2023,58,35.47,7.42,49826,124768
7186,Healthcare,Medium,996,Copilot,2021,189,28.34,9.22,24426,134865
7187,Retail,Small,163,Claude,2025,55,32.99,8.58,65726,143288
7188,Finance,Medium,1165,Copilot,2024,192,13.83,9.27,26424,142095
7189,Manufacturing,Small,257,Copilot,2023,109,16.81,8.48,95053,177991
7190,Finance,Small,218,Gemini,2023,92,14.6,8.64,105091,128959
7191,Healthcare,Small,369,Copilot,2021,125,29.07,9.43,143537,218726
7192,Manufacturing,Small,408,Copilot,2025,56,20.57,8.81,125016,225561
7193,Healthcare,Medium,1232,Gemini,2023,97,24.66,7.98,119417,218572
7194,Healthcare,Small,331,Copilot,2023,158,34.66,7.42,135556,149302
7195,Education,Small,328,Claude,2024,22,21.64,6.27,129555,198422
7196,Retail,Large,2937,Gemini,2021,90,29.87,8.25,80564,146341
7197,Retail,Small,222,Claude,2022,186,42.4,7.79,20812,104402
7198,Education,Medium,631,ChatGPT,2021,175,26.08,9.95,6733,47321
7199,Healthcare,Large,3337,Claude,2025,116,24.44,8.03,5278,96852
7200,Education,Medium,780,ChatGPT,2025,34,32.05,9.59,103701,183428
7201,Retail,Small,208,ChatGPT,2021,62,38.31,8.58,78103,133467
7202,Education,Large,3205,Copilot,2024,80,45.37,9.97,123567,173839
7203,Finance,Medium,906,Claude,2025,193,11.98,6.62,107273,156394
7204,Healthcare,Large,2933,ChatGPT,2021,155,17.52,6.62,48164,91602
7205,Education,Small,62,Copilot,2024,88,42.81,7.38,132087,164981
7206,Retail,Medium,1289,Copilot,2023,127,31.86,8.43,83480,203331
7207,Retail,Large,2239,Gemini,2023,135,46.81,9.76,133461,223321
7208,Retail,Large,3013,Gemini,2021,40,11.84,8.74,133078,150712
7209,Healthcare,Medium,1009,Copilot,2024,147,33.11,6.15,101270,165257
7210,Retail,Large,2183,Copilot,2022,191,32.25,7.71,58486,131315
7211,Education,Medium,1360,Claude,2022,54,29.69,7.71,78121,146801
7212,Finance,Small,410,ChatGPT,2023,172,22.89,6.95,147743,156017
7213,IT,Large,4332,Copilot,2024,161,39.38,7.31,31938,117253
7214,Manufacturing,Small,280,Claude,2023,158,38.18,9.09,46485,119562
7215,Healthcare,Small,113,Claude,2024,49,14.36,6.04,75162,148236
7216,Manufacturing,Small,443,ChatGPT,2023,110,43.28,9.52,45896,148434
7217,Retail,Large,4361,Copilot,2021,176,49.16,6.93,34239,68009
7218,Retail,Large,2880,Claude,2024,125,38.9,7.88,14782,129094
7219,IT,Medium,1265,Copilot,2024,131,32.76,7.66,119133,227018
7220,Healthcare,Medium,1259,Gemini,2025,97,38.93,7.64,39009,97166
7221,Education,Small,373,ChatGPT,2021,40,42.38,6.05,90156,117395
7222,Manufacturing,Large,4915,Claude,2021,140,19.46,8.59,58098,91971
7223,IT,Large,3977,ChatGPT,2025,182,36.39,6.91,19393,107722
7224,Manufacturing,Small,356,Claude,2025,93,24.25,9.85,18900,106578
7225,Manufacturing,Large,1875,Gemini,2023,159,42.5,9.87,53388,63854
7226,Retail,Large,1610,ChatGPT,2024,75,43.27,7.74,83970,194587
7227,Manufacturing,Small,182,ChatGPT,2025,105,28.15,6.97,104105,145508
7228,Retail,Large,4897,ChatGPT,2024,156,27.32,7.76,128617,247251
7229,Retail,Large,3897,ChatGPT,2024,189,46.91,8.76,111246,122701
7230,Manufacturing,Medium,860,ChatGPT,2022,136,12.58,8.0,103193,198568
7231,Retail,Large,2754,Claude,2024,142,16.04,8.64,12060,113592
7232,Manufacturing,Large,2359,ChatGPT,2021,142,49.61,6.19,96267,118276
7233,Education,Medium,816,ChatGPT,2021,65,44.32,6.46,117926,204983
7234,Education,Small,121,Copilot,2023,89,45.37,7.08,74860,111972
7235,Finance,Medium,736,Copilot,2021,106,28.53,6.36,144353,183672
7236,Finance,Small,429,Claude,2022,90,39.3,9.66,9212,113257
7237,Retail,Medium,510,Gemini,2022,72,32.01,7.68,12539,123704
7238,IT,Small,336,Copilot,2024,75,45.87,6.16,47542,135737
7239,Retail,Medium,867,ChatGPT,2024,49,35.63,7.13,84007,181051
7240,Retail,Large,2107,ChatGPT,2023,115,29.55,7.27,106730,166533
7241,Finance,Small,150,Claude,2023,23,28.65,7.01,72023,170449
7242,Finance,Medium,618,Gemini,2025,128,49.83,8.93,79610,102714
7243,Manufacturing,Large,2956,ChatGPT,2023,50,19.43,7.48,15278,26204
7244,Healthcare,Medium,1295,Claude,2025,20,39.68,9.96,25774,121577
7245,IT,Large,3363,Copilot,2023,189,15.64,8.55,29352,134749
7246,Healthcare,Medium,755,ChatGPT,2021,68,35.79,9.03,33163,104575
7247,Retail,Small,490,Copilot,2022,109,40.41,6.98,73779,180218
7248,IT,Large,2279,Copilot,2025,162,16.07,6.78,133550,190010
7249,Healthcare,Large,1983,Gemini,2025,148,46.2,9.27,126311,138947
7250,Healthcare,Medium,1027,Gemini,2022,124,16.48,9.11,67501,166360
7251,Education,Medium,1396,ChatGPT,2023,164,42.9,9.38,101137,128739
7252,Healthcare,Large,3391,Gemini,2024,69,18.79,8.01,115945,228109
7253,Retail,Small,307,Claude,2023,176,43.89,7.85,8701,83140
7254,Retail,Small,96,Copilot,2023,187,20.35,9.73,31276,42394
7255,Retail,Large,2172,Copilot,2022,158,24.19,7.98,63204,150007
7256,Education,Large,4521,Copilot,2022,92,31.29,9.94,70980,92572
7257,Healthcare,Small,80,Claude,2022,162,45.79,8.39,82577,169848
7258,Retail,Medium,855,Claude,2025,147,26.91,9.15,45047,104564
7259,Finance,Small,322,Claude,2024,102,28.95,8.29,27090,47233
7260,Manufacturing,Large,4559,Copilot,2021,59,21.49,9.11,6050,104523
7261,Finance,Small,342,Gemini,2025,123,44.91,8.39,78939,88725
7262,IT,Large,3778,Gemini,2022,125,27.26,8.92,68395,107055
7263,Healthcare,Small,222,ChatGPT,2022,176,40.05,6.14,130754,240967
7264,Finance,Medium,1056,Copilot,2024,127,39.6,7.49,102985,199697
7265,Education,Medium,1008,Gemini,2025,83,23.4,8.38,57463,107649
7266,Finance,Large,2615,ChatGPT,2023,150,28.37,9.18,121016,198885
7267,IT,Large,1721,ChatGPT,2022,116,12.22,7.52,7642,53706
7268,Healthcare,Large,1975,ChatGPT,2025,115,25.68,9.84,108483,192657
7269,IT,Large,3046,ChatGPT,2022,117,25.85,9.48,19659,30911
7270,Finance,Small,65,Gemini,2025,66,17.73,6.56,21460,65807
7271,Manufacturing,Small,438,Copilot,2021,33,40.16,8.94,134519,168919
7272,IT,Medium,920,Copilot,2025,143,14.59,8.77,94615,120057
7273,Healthcare,Medium,564,Copilot,2024,32,25.48,6.47,18640,72136
7274,Manufacturing,Large,3841,Claude,2022,162,12.79,8.88,67185,103681
7275,IT,Small,467,ChatGPT,2025,22,43.6,8.01,51421,75939
7276,Education,Large,4502,Claude,2024,71,34.82,6.45,29425,129011
7277,Education,Medium,573,Claude,2022,192,30.12,6.73,90531,208066
7278,Healthcare,Large,4768,Claude,2022,144,38.83,7.13,96789,149276
7279,Healthcare,Medium,732,Gemini,2022,36,12.83,6.23,143884,211743
7280,Finance,Large,2147,Gemini,2025,122,39.76,7.48,80992,164024
7281,Manufacturing,Medium,1304,Copilot,2023,40,21.55,6.92,58584,94683
7282,Finance,Large,1797,ChatGPT,2025,184,13.57,9.02,14915,36493
7283,Manufacturing,Small,280,ChatGPT,2021,56,40.24,6.17,49078,148899
7284,Finance,Medium,829,Copilot,2022,80,49.93,7.87,69003,130044
7285,Education,Large,3439,Copilot,2022,192,40.35,7.3,13196,54130
7286,Healthcare,Large,2746,ChatGPT,2022,148,33.83,8.69,30085,99869
7287,IT,Small,331,Gemini,2024,91,16.28,8.99,108180,163440
7288,Manufacturing,Large,3369,Claude,2025,109,40.01,7.24,88321,128120
7289,Healthcare,Small,488,Claude,2023,107,40.57,7.17,144736,234415
7290,Finance,Small,283,Copilot,2021,83,34.14,7.96,139232,249275
7291,Retail,Small,64,Claude,2025,27,25.46,8.14,44334,79253
7292,Healthcare,Small,300,Claude,2023,30,41.19,9.16,52440,167876
7293,IT,Medium,1343,Copilot,2023,128,20.29,6.61,65151,178218
7294,Education,Small,54,Copilot,2022,89,44.2,6.43,60639,74342
7295,Education,Large,3342,ChatGPT,2023,84,23.0,6.78,119649,142002
7296,Finance,Small,290,Claude,2024,138,30.56,7.15,59239,148066
7297,Education,Medium,963,Claude,2022,189,49.39,6.17,134915,220135
7298,Education,Medium,755,ChatGPT,2021,24,33.52,8.01,119273,140219
7299,Finance,Large,4780,ChatGPT,2025,26,35.81,6.68,34817,141488
7300,Retail,Small,382,Copilot,2024,154,19.87,6.13,116431,200942
7301,IT,Small,443,Claude,2022,53,38.68,8.03,76924,185083
7302,Retail,Small,238,Copilot,2021,199,14.92,7.3,31630,51552
7303,Retail,Small,422,Copilot,2025,105,33.68,9.11,24581,115621
7304,Education,Small,428,Gemini,2025,53,24.17,8.56,97165,110782
7305,Education,Medium,1322,Copilot,2021,134,37.23,6.19,136991,188663
7306,Healthcare,Large,1975,Claude,2025,133,38.62,8.71,111365,176294
7307,Healthcare,Medium,1213,Gemini,2021,94,33.03,9.41,129889,170217
7308,Finance,Small,409,Gemini,2023,37,26.13,9.39,7269,65432
7309,Manufacturing,Medium,1108,Gemini,2022,27,30.39,7.29,25884,86479
7310,Education,Large,4575,Copilot,2022,170,33.29,7.5,60284,104631
7311,Education,Small,96,Gemini,2021,179,23.5,7.65,9368,48629
7312,Manufacturing,Large,2414,Copilot,2023,109,35.08,6.39,60776,139651
7313,Healthcare,Large,1917,Claude,2022,66,18.25,8.47,57525,169938
7314,Manufacturing,Medium,811,Claude,2022,67,39.25,8.83,115829,221249
7315,Finance,Medium,634,Copilot,2021,185,13.65,8.22,131817,192155
7316,Finance,Small,76,Copilot,2021,195,10.76,8.84,22684,73952
7317,Healthcare,Large,4750,ChatGPT,2025,68,37.92,9.18,10055,22163
7318,Education,Large,4967,Claude,2021,96,41.8,9.33,53127,115244
7319,Manufacturing,Small,199,Claude,2022,148,10.28,9.9,96091,189407
7320,Finance,Small,282,Claude,2025,47,44.03,7.33,89661,165939
7321,Finance,Large,3893,Claude,2024,111,30.93,8.08,83567,94725
7322,IT,Large,2003,ChatGPT,2024,191,24.7,9.9,79466,119970
7323,IT,Small,275,Claude,2023,149,46.07,6.48,131283,173711
7324,Manufacturing,Medium,728,Copilot,2025,44,47.86,7.05,131459,191852
7325,Retail,Medium,1035,Copilot,2021,105,44.14,9.15,103335,133082
7326,Healthcare,Small,206,Gemini,2022,194,24.43,6.97,70701,88192
7327,IT,Medium,749,Copilot,2024,183,37.65,7.67,86240,200502
7328,Retail,Large,2435,Claude,2024,114,31.49,7.57,119887,223486
7329,Manufacturing,Small,246,Gemini,2023,28,43.92,8.01,54815,66282
7330,Education,Small,274,Copilot,2021,191,27.04,8.06,139852,222928
7331,Finance,Small,249,ChatGPT,2021,71,47.79,9.69,135283,202052
7332,Finance,Large,1582,ChatGPT,2025,97,35.9,9.42,132837,235234
7333,Education,Medium,779,Copilot,2022,56,46.65,8.88,76558,170573
7334,Education,Large,3830,Gemini,2023,33,45.38,8.92,109319,208594
7335,Retail,Small,353,Gemini,2021,55,29.55,6.05,39950,50421
7336,Finance,Small,434,Gemini,2025,103,17.2,7.89,68029,163239
7337,Healthcare,Large,3573,ChatGPT,2025,86,12.93,6.77,103206,218479
7338,Education,Large,1939,ChatGPT,2024,144,15.72,7.64,74078,142259
7339,Healthcare,Large,3690,ChatGPT,2021,112,43.09,6.61,120420,235865
7340,Healthcare,Large,2119,Gemini,2021,161,29.51,7.76,62187,128017
7341,Retail,Large,4661,Claude,2021,175,40.48,8.17,68650,106315
7342,Retail,Large,3376,Copilot,2025,188,39.12,9.48,13328,77019
7343,Manufacturing,Large,2797,ChatGPT,2025,56,15.88,9.29,35582,98955
7344,Finance,Small,407,ChatGPT,2024,120,14.19,8.69,132660,247480
7345,Healthcare,Large,3055,ChatGPT,2022,61,35.33,8.77,81789,170048
7346,Manufacturing,Medium,919,Gemini,2021,49,13.49,7.99,58156,174752
7347,IT,Large,4509,Claude,2021,118,38.81,6.22,147538,165283
7348,Retail,Small,206,Gemini,2025,118,25.69,7.06,27259,119900
7349,IT,Small,297,ChatGPT,2021,86,10.63,6.03,147249,208037
7350,Healthcare,Medium,570,ChatGPT,2024,118,25.0,8.48,103859,157418
7351,Healthcare,Large,3634,Copilot,2024,55,44.02,8.36,66953,139162
7352,Education,Large,1831,ChatGPT,2023,71,25.82,8.41,54515,89979
7353,Education,Small,312,Copilot,2024,117,23.12,8.27,148795,239937
7354,Finance,Medium,683,Gemini,2025,38,34.21,7.1,8646,67108
7355,Retail,Small,353,Claude,2024,92,16.02,8.18,104003,182690
7356,Education,Large,1790,Gemini,2022,179,47.14,7.41,96236,196089
7357,Education,Small,141,ChatGPT,2022,180,16.13,8.44,86881,158758
7358,Finance,Medium,1068,ChatGPT,2023,54,33.91,9.75,47296,106056
7359,IT,Small,349,Gemini,2025,20,32.37,9.2,66617,97067
7360,Healthcare,Medium,1307,Claude,2023,174,16.99,9.18,66453,119556
7361,Healthcare,Small,265,Copilot,2024,145,20.21,6.23,141719,195940
7362,Finance,Large,3409,ChatGPT,2023,105,12.86,7.01,92173,183317
7363,Retail,Large,2685,Gemini,2022,147,14.66,9.95,78927,149358
7364,Finance,Large,3500,ChatGPT,2024,54,41.68,9.95,142216,248122
7365,Healthcare,Large,3496,Claude,2021,117,10.46,9.1,60652,99269
7366,Manufacturing,Large,3695,ChatGPT,2023,176,36.48,7.37,122565,140557
7367,Finance,Small,127,Copilot,2023,79,26.16,7.59,143508,162162
7368,Finance,Small,359,Claude,2021,61,41.55,8.07,46606,80373
7369,Manufacturing,Small,166,Claude,2021,184,27.72,7.32,89885,157651
7370,Manufacturing,Medium,823,Gemini,2025,126,32.97,6.51,86427,100960
7371,Retail,Small,56,Gemini,2021,47,35.54,9.55,31117,47440
7372,Finance,Small,86,Claude,2022,97,16.66,7.35,102397,210537
7373,Retail,Small,221,Gemini,2023,131,42.07,6.79,43304,157980
7374,Finance,Medium,957,Claude,2024,176,32.28,8.47,110571,124817
7375,Manufacturing,Small,72,Gemini,2022,101,24.13,8.38,34028,126900
7376,Finance,Large,1866,Claude,2021,156,48.31,6.36,34866,50343
7377,IT,Large,2125,Gemini,2022,109,40.46,7.6,137945,145321
7378,Education,Medium,798,Gemini,2022,173,24.82,6.7,60503,146115
7379,Manufacturing,Small,396,Gemini,2022,191,47.98,6.87,9637,91812
7380,Retail,Small,287,Claude,2024,125,34.51,9.63,85976,164415
7381,Retail,Medium,919,Copilot,2024,107,13.59,7.93,23243,30693
7382,Education,Large,1964,ChatGPT,2022,190,36.23,8.48,146454,186972
7383,IT,Large,1752,Gemini,2023,36,12.53,9.95,107409,155620
7384,Finance,Medium,1412,Gemini,2024,56,48.57,8.25,125219,145899
7385,Finance,Medium,671,Copilot,2021,103,37.9,6.5,83794,100875
7386,Manufacturing,Small,252,Copilot,2023,165,29.66,7.34,45427,143627
7387,Education,Large,3553,Gemini,2025,24,49.01,9.84,112495,163459
7388,IT,Medium,1297,Gemini,2022,65,32.44,9.29,113849,146859
7389,Manufacturing,Medium,716,Claude,2024,93,19.12,8.16,87346,202737
7390,Education,Small,164,Gemini,2022,143,40.86,8.65,64102,154318
7391,Finance,Medium,759,Copilot,2023,137,10.06,8.06,8781,70787
7392,Finance,Large,3504,ChatGPT,2024,46,32.21,8.47,45173,91964
7393,Finance,Small,401,ChatGPT,2022,39,32.37,7.81,131965,245513
7394,Finance,Small,140,Gemini,2021,185,22.44,7.74,46131,111335
7395,Manufacturing,Medium,684,Copilot,2023,168,21.12,6.23,5759,51197
7396,Finance,Medium,1199,Copilot,2023,178,16.91,6.83,111070,226461
7397,Finance,Small,395,ChatGPT,2023,193,42.49,6.21,121172,161204
7398,Finance,Small,157,ChatGPT,2025,154,18.13,9.3,17308,43239
7399,Education,Large,3164,ChatGPT,2023,41,21.87,8.23,106117,204205
7400,Finance,Small,426,Claude,2024,82,40.32,6.62,43331,153363
7401,Manufacturing,Medium,610,ChatGPT,2022,153,23.54,8.54,88743,172762
7402,Retail,Medium,1198,Copilot,2022,115,13.11,6.67,120981,222646
7403,Finance,Small,428,Claude,2025,65,49.78,7.31,83415,103489
7404,IT,Small,98,Claude,2021,56,12.51,8.17,15307,122539
7405,Education,Large,3701,Copilot,2021,81,17.21,7.89,66925,132445
7406,Healthcare,Medium,882,ChatGPT,2021,123,12.14,6.44,91365,127767
7407,Finance,Small,413,Gemini,2022,128,45.21,7.16,31001,75169
7408,Education,Medium,1151,Gemini,2025,142,11.15,8.08,21847,127963
7409,IT,Medium,1302,Gemini,2022,49,11.1,7.07,13930,125306
7410,Manufacturing,Small,267,Claude,2022,68,11.77,8.96,69590,97370
7411,Finance,Large,2925,Claude,2022,39,27.73,6.59,110793,152656
7412,Finance,Small,91,Claude,2023,145,34.34,8.53,73186,82493
7413,Education,Medium,1373,ChatGPT,2024,86,29.86,9.17,32410,143203
7414,Finance,Small,304,Copilot,2021,155,26.98,7.87,67296,140051
7415,Education,Small,192,Claude,2024,59,22.99,7.89,66982,168639
7416,Healthcare,Small,170,Claude,2023,50,24.31,7.25,51024,156506
7417,Finance,Medium,1422,Gemini,2022,103,15.82,8.71,11179,20285
7418,Healthcare,Large,4688,Gemini,2025,162,14.44,6.6,139943,148455
7419,IT,Large,3156,Copilot,2025,48,14.48,6.28,132339,246800
7420,IT,Small,215,Claude,2023,68,39.53,7.96,101159,182971
7421,Manufacturing,Small,147,Claude,2022,61,27.66,6.15,61493,113256
7422,Finance,Small,449,Gemini,2025,58,48.51,9.02,120150,143784
7423,Manufacturing,Medium,647,ChatGPT,2022,117,18.25,6.03,127053,148022
7424,Education,Medium,799,Claude,2024,175,15.15,9.75,33342,112337
7425,Finance,Large,2305,Gemini,2021,102,43.63,8.02,101581,180996
7426,Education,Large,1893,Claude,2025,106,18.04,8.96,56416,67818
7427,Finance,Medium,876,ChatGPT,2021,83,41.53,7.09,17221,58886
7428,Manufacturing,Small,334,ChatGPT,2023,102,35.3,9.4,91118,142391
7429,Finance,Large,4490,Copilot,2023,138,25.01,7.24,15196,51539
7430,Finance,Large,4970,Copilot,2024,114,43.16,8.19,89693,205608
7431,Retail,Large,2045,Copilot,2021,31,24.08,8.44,101477,168996
7432,Retail,Small,445,ChatGPT,2021,32,17.55,7.99,121731,139177
7433,Manufacturing,Medium,1111,ChatGPT,2021,56,16.0,6.91,131459,227989
7434,Education,Medium,532,Gemini,2024,31,31.01,9.84,91581,196510
7435,Education,Medium,1453,ChatGPT,2021,160,47.43,9.02,15832,53099
7436,Retail,Large,3693,Claude,2025,55,14.16,7.43,44027,127359
7437,Healthcare,Small,243,Gemini,2024,23,11.76,8.36,88538,130183
7438,Finance,Small,186,Gemini,2025,149,14.11,9.19,78186,128337
7439,Retail,Small,378,Claude,2023,92,18.17,7.04,84904,141965
7440,IT,Medium,1158,Claude,2021,86,26.64,9.68,120449,184497
7441,Healthcare,Large,2266,Gemini,2023,96,14.58,9.9,41347,73415
7442,IT,Large,3985,Gemini,2022,101,43.95,9.89,141498,163975
7443,Healthcare,Large,2369,Claude,2023,93,40.81,7.08,146242,257605
7444,Healthcare,Medium,1212,Gemini,2023,149,11.77,6.18,62272,133321
7445,Healthcare,Medium,1482,Claude,2024,131,39.62,7.13,102299,187852
7446,Manufacturing,Large,2200,Claude,2022,87,19.04,8.58,7047,100010
7447,Retail,Large,4074,Claude,2025,143,28.39,8.11,54084,170630
7448,Healthcare,Medium,866,ChatGPT,2025,114,32.25,7.24,42674,159527
7449,Finance,Medium,1320,Claude,2025,112,22.34,6.62,34620,128159
7450,Healthcare,Medium,1430,Claude,2024,122,30.81,8.65,72796,100836
7451,Manufacturing,Medium,1012,Claude,2021,177,36.7,7.25,137414,179769
7452,Retail,Medium,949,Copilot,2021,88,11.05,6.21,134176,177452
7453,Retail,Medium,762,Claude,2023,167,25.4,8.61,114198,198214
7454,Retail,Small,482,Copilot,2023,98,25.32,7.26,124921,225318
7455,Healthcare,Large,2969,Gemini,2021,144,23.78,9.76,22285,126414
7456,Finance,Medium,683,ChatGPT,2025,185,11.76,7.77,135131,251326
7457,Healthcare,Small,68,Copilot,2025,121,22.18,6.02,93365,172467
7458,IT,Large,2671,Copilot,2025,188,18.5,6.88,20080,75344
7459,IT,Medium,806,Gemini,2025,39,31.51,6.92,123402,233560
7460,IT,Small,344,Gemini,2023,135,28.48,6.52,34526,138032
7461,IT,Medium,1456,Copilot,2021,74,20.77,10.0,98926,125128
7462,IT,Medium,1013,ChatGPT,2024,167,44.75,7.01,94523,144920
7463,Retail,Large,2741,Claude,2022,192,17.57,9.29,30433,107019
7464,Manufacturing,Medium,1394,ChatGPT,2021,160,40.21,6.28,140424,252782
7465,Retail,Small,352,ChatGPT,2021,114,49.39,9.7,102619,205931
7466,Manufacturing,Large,3103,ChatGPT,2023,104,20.39,9.29,100419,219553
7467,IT,Small,244,Gemini,2024,174,19.33,6.25,126753,234942
7468,IT,Large,1957,ChatGPT,2023,140,37.83,7.45,76437,154881
7469,Manufacturing,Large,3172,Claude,2021,62,25.67,6.3,122953,181190
7470,Finance,Medium,759,ChatGPT,2024,104,17.66,9.71,32228,126670
7471,Finance,Small,201,Gemini,2021,31,45.05,8.81,80972,105292
7472,Healthcare,Small,434,Claude,2022,77,31.45,7.59,18522,101236
7473,Retail,Medium,838,ChatGPT,2023,118,21.09,8.71,137310,250963
7474,Education,Large,4526,Gemini,2021,113,22.27,6.76,131518,210345
7475,Manufacturing,Medium,644,ChatGPT,2023,194,49.86,8.96,95140,107899
7476,IT,Large,3935,ChatGPT,2025,159,22.26,9.74,114369,176296
7477,IT,Small,466,Gemini,2022,68,14.63,6.56,99726,110130
7478,Retail,Medium,1086,Gemini,2022,84,25.11,7.41,8343,24751
7479,IT,Medium,1462,ChatGPT,2022,78,47.22,9.86,25663,55225
7480,Education,Large,2154,ChatGPT,2021,51,37.79,7.49,115462,166360
7481,Healthcare,Large,3210,Claude,2023,99,47.46,8.37,8969,101525
7482,IT,Medium,645,Copilot,2023,165,20.89,7.07,121069,199932
7483,Healthcare,Small,444,ChatGPT,2021,188,24.39,9.45,37455,60548
7484,Healthcare,Medium,913,ChatGPT,2024,38,31.47,9.76,72799,172410
7485,Manufacturing,Medium,778,Claude,2021,97,38.12,7.17,55553,123743
7486,Manufacturing,Large,3385,ChatGPT,2025,132,34.07,7.56,89276,153196
7487,Healthcare,Small,433,Gemini,2025,29,12.67,6.15,148348,228230
7488,Healthcare,Small,233,Gemini,2023,196,39.85,6.15,62519,142474
